Make,Model,Price,Year,Kilometer,Transmission,Location,Color,Owner,Seller Type,Engine,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power BHP,Max Power RPM,Max Torque Nm,Max Torque RPM,Drivetrain_FWD,Drivetrain_RWD,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + LPG
BMW,X5 xDrive 30d M Sport,15.404745967162468,0.8529411764705882,11.087390293808129,Automatic,Pune,White,2,Individual,2993.0,4886.0,1938.0,1762.0,5.0,,258.0,4000.0,1.446808510638298,1500.0,False,False,False,True,False,False,False,False,False
Volkswagen,Polo Comfortline 1.2L (P),12.388398368982115,0.6470588235294118,11.264476926102367,Manual,Ludhiana,White,2,Individual,,,,,,,,,,,False,True,False,False,False,False,False,True,False
Datsun,Go D,12.388398368982115,0.8529411764705882,10.645448706505872,Manual,Lucknow,White,1,Individual,1198.0,3785.0,1635.0,1485.0,5.0,35.0,67.0,5000.0,-0.49361702127659574,4000.0,True,False,False,False,False,False,False,True,False
Mahindra,Bolero Power Plus ZLX [2016-2019],13.652992804936396,0.8823529411764706,11.326607934898927,Manual,Jalandhar,White,1,Individual,1493.0,3995.0,1745.0,1880.0,7.0,,70.0,3600.0,-0.10638297872340426,1400.0,False,True,False,True,False,False,False,False,False
Mercedes-Benz,E-Class E 220d Expression [2019-2019],15.238619133170708,0.8529411764705882,10.778977123006351,Automatic,Chennai,Black,2,Individual,1950.0,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,0.7659574468085106,1600.0,False,True,False,True,False,False,False,False,False
Maruti Suzuki,Ritz Vxi (ABS) BS-IV,12.409017571151187,0.7647058823529411,11.277215789596893,Manual,Faridabad,White,2,Individual,1197.0,3775.0,1680.0,1620.0,5.0,43.0,85.0,6000.0,-0.4553191489361702,4500.0,True,False,False,False,False,False,False,True,False
Audi,A4 30 TFSI Premium Plus,15.26242977619469,0.9411764705882353,9.741027444837728,Automatic,Pune,White,1,Individual,1395.0,4726.0,1842.0,1427.0,5.0,54.0,148.0,5000.0,0.1276595744680851,1500.0,True,False,False,False,False,False,False,True,False
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],14.603968372873895,0.8823529411764706,10.950824090522445,Automatic,Pune,Grey,1,Individual,2755.0,4735.0,1830.0,1795.0,7.0,55.0,172.0,3400.0,0.5957446808510638,1200.0,False,True,False,True,False,False,False,False,False
Renault,Kwid RXT [2015-2019],12.660331092405906,0.8529411764705882,9.64911129879082,Manual,Pune,Bronze,1,Individual,799.0,3679.0,1579.0,1478.0,5.0,28.0,53.0,5678.0,-0.6297872340425532,4386.0,True,False,False,False,False,False,False,True,False
Volvo,V40 D3 Kinetic,13.997832948091215,0.7941176470588235,10.83891402271876,Automatic,Kolkata,White,1,Corporate,1984.0,4370.0,1783.0,1458.0,5.0,60.0,150.0,3500.0,0.5531914893617021,1500.0,True,False,False,True,False,False,False,False,False
Toyota,Commuter HiAce 3.0 L,14.946912992035967,0.7647058823529411,11.082157933374816,Automatic,Ludhiana,White,1,Individual,,,,,,,,,,,False,True,False,True,False,False,False,False,False
Maruti Suzuki,Wagon R VXI+,12.608202196848836,0.7352941176470589,10.736418414365376,Manual,Varanasi,White,1,Individual,998.0,3636.0,1475.0,1670.0,5.0,35.0,67.0,6200.0,-0.5531914893617021,3500.0,True,False,False,False,False,False,False,True,False
Skoda,Kushaq Style 1.0L TSI MT,14.285514812209815,1.0,7.170888478512505,Manual,Mumbai,Red,1,Individual,999.0,4225.0,1760.0,1612.0,5.0,50.0,114.0,5000.0,-0.17872340425531916,1750.0,True,False,False,False,False,False,False,True,False
Maruti Suzuki,Celerio VXi AMT,12.75130259456002,0.7647058823529411,9.852246888342531,Automatic,Mumbai,Silver,2,Individual,998.0,3600.0,1600.0,1560.0,5.0,35.0,67.0,6000.0,-0.5531914893617021,3500.0,True,False,False,False,False,False,False,True,False
Volkswagen,Polo 1.2 TDI,12.577639650232573,0.7647058823529411,11.736077016252437,Manual,Jamshedpur,Silver,1,Individual,,,,,,,,,,,False,True,False,True,False,False,False,False,False
Honda,Brio EX MT,12.691583538230217,0.7647058823529411,10.66983872535449,Manual,Haldwani,Silver,1,Individual,1198.0,3610.0,1680.0,1500.0,5.0,35.0,87.0,6000.0,-0.4723404255319149,4500.0,True,False,False,False,False,False,False,True,False
Hyundai,Verna 1.6 VTVT SX AT,13.554147092530322,0.8235294117647058,9.90353755128617,Automatic,Pune,White,1,Individual,1591.0,4375.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,-0.26382978723404255,4200.0,True,False,False,False,False,False,False,True,False
Audi,A3 40 TFSI Premium,14.38082493519599,0.8529411764705882,10.778977123006351,Automatic,Delhi,White,1,Individual,1798.0,4456.0,1796.0,1416.0,5.0,50.0,178.0,5100.0,0.1276595744680851,1250.0,True,False,False,False,False,False,False,True,False
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],12.873904582205107,0.7647058823529411,10.736418414365376,Manual,Pune,Orange,1,Individual,1197.0,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,-0.451063829787234,4000.0,True,False,False,False,False,False,False,True,False
Audi,Q3 35 TDI Premium + Sunroof,14.48334044336031,0.8235294117647058,11.348981991880104,Automatic,Nashik,White,2,Individual,1968.0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,0.6808510638297872,1750.0,False,False,False,True,False,False,False,False,False
Mahindra,Bolero Power Plus ZLX [2016-2019],13.407543823396258,0.8529411764705882,11.429554725537322,Manual,Lucknow,Green,1,Individual,1493.0,3995.0,1745.0,1880.0,7.0,,70.0,3600.0,-0.10638297872340426,1400.0,False,True,False,True,False,False,False,False,False
Audi,A6 35 TDI Matrix,15.176487367510099,0.8823529411764706,10.798472928582948,Automatic,Goa,Black,1,Corporate,1968.0,4933.0,1874.0,1455.0,5.0,75.0,190.0,3800.0,0.7659574468085106,1750.0,True,False,False,True,False,False,False,False,False
Maruti Suzuki,Celerio VXi (O) [2019-2020],13.142166004700508,0.9117647058823529,10.778977123006351,Manual,Hyderabad,White,1,Individual,998.0,3695.0,1600.0,1560.0,5.0,35.0,67.0,6000.0,-0.5531914893617021,3500.0,True,False,False,False,False,False,False,True,False
Hyundai,Grand i10 Magna U2 1.2 CRDi,12.721888795877375,0.8235294117647058,11.06665398721974,Manual,Bulandshahar,White,2,Individual,1186.0,3765.0,1660.0,1520.0,5.0,43.0,74.0,4000.0,-0.1276595744680851,1750.0,True,False,False,True,False,False,False,False,False
Maruti Suzuki,DZire ZXi AGS,13.76421831620775,1.0,9.210440366976517,Automatic,Mumbai,Bronze,1,Individual,1197.0,3995.0,1735.0,1515.0,5.0,37.0,89.0,6000.0,-0.4553191489361702,4400.0,True,False,False,False,False,False,False,True,False
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],12.92391243868049,0.7647058823529411,10.915106645867503,Manual,Delhi,Silver,1,Individual,1197.0,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,-0.451063829787234,4000.0,True,False,False,False,False,False,False,True,False
Toyota,Corolla Altis GL,13.429849547739444,0.7647058823529411,11.350418300109132,Manual,Kanpur,White,2,Individual,1364.0,4620.0,1775.0,1475.0,5.0,50.0,87.0,3800.0,-0.06382978723404255,1800.0,True,False,False,True,False,False,False,False,False
Mercedes-Benz,S-Class 500L,14.316286451937186,0.7058823529411765,10.691967639914864,Automatic,Mumbai,Silver,3,Individual,5461.0,5226.0,2120.0,1479.0,5.0,90.0,368.0,6300.0,1.2127659574468086,4400.0,False,True,False,False,False,False,False,True,False
Datsun,Redigo S 1.0 AMT [2018-2019],12.676079399771027,0.8823529411764706,10.652873279543263,Automatic,Bangalore,Grey,2,Individual,999.0,3429.0,1560.0,1541.0,5.0,28.0,67.0,5500.0,-0.548936170212766,4250.0,True,False,False,False,False,False,False,True,False
Skoda,Kodiaq Style 2.0 TDI 4x4 AT,14.978661680269907,0.8823529411764706,10.463131911491967,Automatic,Pune,White,1,Individual,,4697.0,1882.0,1665.0,7.0,63.0,,,,,False,True,False,True,False,False,False,False,False
Honda,City S Diesel,13.279368835614243,0.7941176470588235,11.0186455364637,Manual,Ranchi,Grey,1,Individual,1498.0,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,-0.0851063829787234,1750.0,True,False,False,True,False,False,False,False,False
Mahindra,XUV500 W8 [2015-2017],13.652992804936396,0.8235294117647058,11.410903813540878,Manual,Surat,White,1,Individual,2179.0,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,0.46808510638297873,1600.0,True,False,False,True,False,False,False,False,False
Toyota,Innova 2.0 G1 BS-IV,13.22672519452875,0.6470588235294118,12.4731833202575,Manual,Mumbai,Silver,1,Individual,1998.0,4555.0,1770.0,1755.0,8.0,55.0,,,,,False,True,False,False,False,False,False,True,False
BMW,X1 sDrive20i xLine,15.199302039492581,0.9705882352941176,9.433563920090563,Automatic,Delhi,White,1,Individual,1998.0,4447.0,1821.0,1598.0,5.0,51.0,189.0,5000.0,0.2553191489361702,1350.0,True,False,False,False,False,False,False,True,False
Hyundai,Creta SX 1.6 AT Petrol,14.07402202531625,0.8823529411764706,10.308985993422082,Automatic,Delhi,Black,1,Individual,1591.0,4270.0,1780.0,1665.0,5.0,55.0,122.0,6400.0,-0.2936170212765957,4850.0,True,False,False,False,False,False,False,True,False
Hyundai,Elite i20 Sportz 1.2 (O),13.384729180332174,0.9411764705882353,10.969938154395841,Manual,Lucknow,White,1,Individual,1197.0,3985.0,1734.0,1505.0,5.0,45.0,82.0,6000.0,-0.44680851063829785,4000.0,True,False,False,False,False,False,False,True,False
Hyundai,i10 Sportz 1.2,12.301387370778713,0.6176470588235294,11.748282131643325,Manual,Hyderabad,Gold,1,Individual,1197.0,3565.0,1595.0,1550.0,5.0,35.0,,,,,True,False,False,False,False,False,False,True,False
Jeep,Wrangler Rubicon,15.623799493077952,1.0,9.61587214452889,Automatic,Mumbai,Red,1,Individual,1995.0,4882.0,1894.0,1848.0,5.0,81.0,268.0,5150.0,0.7659574468085106,3000.0,False,False,False,False,False,False,False,True,False
Mahindra,Thar LX 4-STR Hard Top Diesel MT,14.34555040065407,0.9705882352941176,10.53212287826962,Manual,Dehradun,Brown,1,Individual,2184.0,3985.0,1820.0,1844.0,4.0,57.0,130.0,3750.0,0.3404255319148936,1600.0,False,False,False,True,False,False,False,False,False
Toyota,Fortuner 4x2 AT,14.187074804051692,0.7352941176470589,12.047487146412802,Automatic,Mumbai,White,1,Individual,2982.0,4705.0,1840.0,1850.0,7.0,80.0,,,,,False,True,False,True,False,False,False,False,False
Maruti Suzuki,Swift VXi [2014-2017],13.384729180332174,0.9117647058823529,10.707974835338897,Manual,Pune,White,1,Individual,1197.0,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,-0.44680851063829785,4000.0,True,False,False,False,False,False,False,True,False
Tata,Nexon XM,13.541075028051122,0.8823529411764706,9.9160088330898,Manual,Pune,Grey,1,Individual,1198.0,3994.0,1811.0,1607.0,5.0,44.0,108.0,5000.0,-0.2127659574468085,1750.0,True,False,False,False,False,False,False,True,False
Toyota,Fortuner 2.8 4x2 AT [2016-2020],15.143911205565889,0.9411764705882353,10.819798284210286,Automatic,Mumbai,White,1,Individual,2755.0,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,0.9787234042553191,1600.0,False,True,False,True,False,False,False,False,False
Toyota,Innova 2.4 VX 8 STR [2016-2020],14.508157613482537,0.9117647058823529,11.171336158449536,Manual,Navi Mumbai,Silver,1,Individual,2393.0,4735.0,1830.0,1795.0,8.0,55.0,148.0,3400.0,0.5234042553191489,1400.0,False,True,False,True,False,False,False,False,False
Maruti Suzuki,DZire VXi,13.384729180332174,0.9411764705882353,10.645448706505872,Manual,Lucknow,White,1,Individual,1197.0,3995.0,1735.0,1515.0,5.0,37.0,89.0,6000.0,-0.4553191489361702,4400.0,True,False,False,False,False,False,False,True,False
Mahindra,XUV500 W6,13.592368256649284,0.7941176470588235,10.12667110305036,Manual,Mumbai,Grey,1,Corporate,2179.0,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,0.46808510638297873,1600.0,True,False,False,True,False,False,False,False,False
Maruti Suzuki,Ciaz VDi (O) SHVS,13.384729180332174,0.8529411764705882,11.362114203075018,Manual,Lucknow,White,1,Individual,1248.0,4490.0,1730.0,1485.0,5.0,43.0,89.0,4000.0,-0.0851063829787234,1750.0,True,False,False,True,False,False,False,False,False
Honda,Amaze 1.2 S i-VTEC Opt,13.081543466215237,0.8235294117647058,10.819798284210286,Manual,Guwahati,White,1,Individual,1198.0,3990.0,1680.0,1505.0,5.0,35.0,87.0,6000.0,-0.4723404255319149,4500.0,True,False,False,False,False,False,False,True,False
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,13.937729075643883,0.9411764705882353,9.465447598495786,Manual,Bangalore,White,1,Individual,998.0,3995.0,1775.0,1505.0,5.0,37.0,118.0,6000.0,-0.20425531914893616,1500.0,True,False,False,False,False,False,False,True,False
Honda,WR-V VX MT Petrol,13.617059619240436,0.8823529411764706,10.645448706505872,Manual,Chennai,Maroon,1,Individual,1199.0,3999.0,1734.0,1601.0,5.0,40.0,89.0,6000.0,-0.46808510638297873,4800.0,True,False,False,False,False,False,False,True,False
Maruti Suzuki,Alto 800 Lxi,12.54254845357358,0.8823529411764706,10.778977123006351,Manual,Kanpur,Silver,2,Individual,796.0,3395.0,1490.0,1475.0,5.0,35.0,47.0,6000.0,-0.6425531914893617,3500.0,True,False,False,False,False,False,False,True,False
Audi,Q5 35 TDI Premium Plus,15.201805169084134,0.8823529411764706,11.097425172408931,Automatic,Chennai,White,1,Individual,,,,,,,,,,,False,True,False,True,False,False,False,False,False
Audi,A4 30 TFSI Technology Pack,15.068273812173887,0.8823529411764706,9.798182590890704,Automatic,Mumbai,White,1,Individual,1395.0,4726.0,1842.0,1427.0,5.0,54.0,148.0,5000.0,0.1276595744680851,1500.0,True,False,False,False,False,False,False,True,False
Maruti Suzuki,Alto LXi BS-III,11.849404844423074,0.6176470588235294,11.082157933374816,Manual,Yamunanagar,Silver,3,Individual,796.0,3495.0,1475.0,1460.0,5.0,35.0,,,,,False,True,False,False,False,False,False,True,False
Mercedes-Benz,C-Class C 200 Avantgarde,14.684710101591703,0.7941176470588235,11.017349636411113,Automatic,Pune,Black,2,Individual,1991.0,4686.0,1810.0,1442.0,5.0,66.0,181.0,5500.0,0.3404255319148936,1200.0,False,True,False,False,False,False,False,True,False
Renault,Pulse RxL ABS Diesel [2015-2017],12.73670383776449,0.8529411764705882,8.699681400989514,Manual,Kolkata,Maroon,1,Individual,1461.0,3805.0,1665.0,1525.0,5.0,41.0,63.0,4000.0,-0.2553191489361702,2000.0,True,False,False,True,False,False,False,False,False
Tata,Nexon XZ Plus Diesel,13.73755009757506,0.8529411764705882,10.239995502805316,Manual,Bangalore,Red,1,Individual,1497.0,3994.0,1811.0,1607.0,5.0,44.0,108.0,3750.0,0.1702127659574468,1500.0,True,False,False,True,False,False,False,False,False
Maruti Suzuki,Swift VDi,13.321215875492413,0.8529411764705882,11.561725152903833,Manual,Pune,Silver,1,Corporate,1248.0,3850.0,1695.0,1530.0,5.0,42.0,74.0,4000.0,-0.1276595744680851,2000.0,True,False,False,True,False,False,False,False,False
Nissan,Terrano XL D Plus,12.861001210669146,0.7352941176470589,11.184435286790631,Manual,Dehradun,Grey,2,Individual,1461.0,4331.0,1822.0,1671.0,5.0,50.0,84.0,3750.0,-0.0851063829787234,1900.0,True,False,False,True,False,False,False,False,False
Toyota,Glanza G CVT,13.579789490265188,0.9117647058823529,10.12667110305036,Automatic,Delhi,Red,1,Individual,1197.0,3995.0,1745.0,1510.0,5.0,37.0,82.0,6000.0,-0.4553191489361702,4200.0,True,False,False,False,False,False,False,True,False
Hyundai,Verna 1.6 CRDI SX,13.910821646859095,0.9117647058823529,10.165890277802454,Manual,Patna,White,1,Individual,1582.0,4375.0,1700.0,1475.0,5.0,43.0,126.0,4000.0,0.1702127659574468,1900.0,True,False,False,True,False,False,False,False,False
Maruti Suzuki,Vitara Brezza ZDi Plus,13.681980308196241,0.8823529411764706,11.314486721293981,Manual,Ahmedabad,White,1,Individual,1248.0,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,-0.0851063829787234,1750.0,True,False,False,True,False,False,False,False,False
Hyundai,Verna Fluidic 1.6 VTVT SX,13.212205909556012,0.7352941176470589,10.508459042192348,Manual,Zirakpur,Silver,1,Individual,1591.0,4370.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,-0.26382978723404255,4200.0,True,False,False,False,False,False,False,True,False
Toyota,Innova GX 2.4 AT 7 STR,14.70134249472477,1.0,9.305741456739435,Automatic,Agra,Black,1,Individual,2393.0,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,0.5957446808510638,1400.0,False,True,False,True,False,False,False,False,False
Honda,City V,13.681980308196241,0.8823529411764706,10.239995502805316,Manual,Delhi,Silver,1,Individual,1497.0,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,-0.3191489361702128,4600.0,True,False,False,False,False,False,False,True,False
Audi,A6 35 TDI Matrix,14.70134249472477,0.8235294117647058,11.002116507732017,Automatic,Mumbai,White,1,Individual,1968.0,4933.0,1874.0,1455.0,5.0,75.0,190.0,3800.0,0.7659574468085106,1750.0,True,False,False,True,False,False,False,False,False
Honda,City VX CVT Petrol [2017-2019],13.864301674514206,0.8529411764705882,10.288307678667005,Automatic,Bangalore,Silver,2,Individual,1497.0,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,-0.3191489361702128,4600.0,True,False,False,False,False,False,False,True,False
Skoda,Rapid Style AT,13.933294482509151,0.9411764705882353,10.753809407468072,Automatic,Bangalore,Red,1,Individual,999.0,4413.0,1699.0,1466.0,5.0,55.0,109.0,5000.0,-0.19148936170212766,1750.0,True,False,False,False,False,False,False,True,False
Honda,City V Diesel,13.361381852676738,0.8235294117647058,11.187209175200515,Manual,Kanpur,Brown,1,Individual,1498.0,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,-0.0851063829787234,1750.0,True,False,False,True,False,False,False,False,False
Honda,Amaze 1.5 VX i-DTEC,13.151924121391561,0.7941176470588235,11.060180052280762,Manual,Mumbai,Brown,1,Individual,1498.0,3990.0,1680.0,1505.0,5.0,35.0,99.0,3600.0,-0.0851063829787234,1750.0,True,False,False,True,False,False,False,False,False
Mahindra,Scorpio SLE BS-IV,12.899222326086994,0.7647058823529411,11.264476926102367,Manual,Gurgaon,White,2,Individual,2179.0,4430.0,1817.0,1975.0,8.0,60.0,120.0,4000.0,0.2978723404255319,1800.0,False,True,False,True,False,False,False,False,False
Hyundai,i20 Active 1.2 S,13.178745601197818,0.7941176470588235,10.962232252205217,Manual,Zirakpur,White,1,Individual,1197.0,3995.0,1760.0,1555.0,5.0,45.0,82.0,6000.0,-0.44680851063829785,4000.0,True,False,False,False,False,False,False,True,False
Maruti Suzuki,S-Cross Delta 1.6,13.369225017834633,0.8529411764705882,11.050905878263567,Manual,Delhi,Grey,1,Individual,1598.0,4300.0,1765.0,1590.0,5.0,48.0,118.0,3750.0,0.425531914893617,1750.0,True,False,False,True,False,False,False,False,False
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],13.527829818844937,0.9117647058823529,8.732465848349879,Manual,Mumbai,Blue,1,Individual,1462.0,4490.0,1730.0,1485.0,5.0,43.0,103.0,6000.0,-0.34893617021276596,4400.0,True,False,False,False,False,False,False,True,False
Land Rover,Discovery Sport HSE Luxury,15.176487367510099,0.8235294117647058,9.90353755128617,Automatic,Hyderabad,Grey,1,Individual,1999.0,4600.0,2069.0,1690.0,7.0,65.0,177.0,4000.0,0.8936170212765957,1750.0,False,False,False,True,False,False,False,False,False
Hyundai,Tucson GLS 2WD AT Petrol,14.397726177816939,0.8823529411764706,10.736418414365376,Automatic,Delhi,Black,1,Individual,1999.0,4475.0,1850.0,1660.0,5.0,62.0,153.0,6200.0,-0.11914893617021277,4000.0,True,False,False,False,False,False,False,True,False
Tata,Tiago Revotron XT [2016-2019],12.84529412258351,0.8823529411764706,10.289939721462362,Manual,Kolkata,Silver,2,Individual,1047.0,3746.0,1647.0,1535.0,5.0,35.0,69.0,4000.0,-0.3404255319148936,1800.0,True,False,False,False,False,False,False,True,False
Toyota,Innova 2.4 ZX 7 STR [2016-2020],14.599412558413583,0.8529411764705882,10.308985993422082,Manual,Chennai,Maroon,1,Individual,2393.0,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,0.5234042553191489,1400.0,False,True,False,True,False,False,False,False,False
Jaguar,XJ 3.0 V6 Portfolio,15.096444681204078,0.7647058823529411,10.373522431293592,Automatic,Pune,Brown,2,Individual,2993.0,5252.0,1899.0,1457.0,5.0,83.0,271.0,4000.0,1.6170212765957446,2000.0,False,True,False,True,False,False,False,False,False
Hyundai,i20 Sportz 1.2 BS-IV,12.765691290604371,0.6764705882352942,11.348923082759187,Manual,Indore,Red,2,Individual,,,,,,,,,,,False,True,False,False,False,False,False,True,False
Hyundai,i10 Magna,12.367345048436391,0.6176470588235294,11.580593459194764,Manual,Coimbatore,Grey,3,Individual,1086.0,3565.0,1595.0,1550.0,5.0,35.0,,,,,True,False,False,False,False,False,False,True,False
Hyundai,Verna 1.6 CRDI SX,13.591117476312084,0.8823529411764706,11.287291314687705,Manual,Karnal,Grey,1,Individual,1582.0,4375.0,1700.0,1475.0,5.0,43.0,126.0,4000.0,0.1702127659574468,1900.0,True,False,False,True,False,False,False,False,False
Jaguar,F-Pace Prestige,15.279922929561963,0.8823529411764706,10.61019241102814,Automatic,Ahmedabad,Grey,1,Individual,1999.0,4731.0,2071.0,1651.0,5.0,82.0,177.0,4000.0,0.8936170212765957,1750.0,False,False,False,True,False,False,False,False,False
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],15.18922639004183,0.9117647058823529,10.404293143019792,Automatic,Mumbai,White,1,Individual,1950.0,4686.0,1810.0,1442.0,5.0,66.0,192.0,3800.0,0.7659574468085106,1600.0,False,True,False,True,False,False,False,False,False
Ford,Figo Duratorq Diesel ZXI 1.4,12.367345048436391,0.7647058823529411,11.314486721293981,Manual,Ludhiana,White,2,Individual,1399.0,3795.0,1680.0,1427.0,5.0,45.0,68.0,4000.0,-0.2553191489361702,2000.0,True,False,False,True,False,False,False,False,False
Toyota,Etios Liva GD,13.122365377402328,0.8235294117647058,11.643962499267984,Manual,Ambala Cantt,Grey,1,Individual,1364.0,3775.0,1695.0,1510.0,5.0,45.0,67.0,3800.0,-0.2127659574468085,1800.0,True,False,False,True,False,False,False,False,False
Hyundai,i20 Sportz 1.2 (O),12.721888795877375,0.7352941176470589,11.296024885689746,Manual,Ambala Cantt,White,1,Individual,,,,,,,,,,,False,True,False,False,False,False,False,True,False
Hyundai,i10 Sportz 1.2,12.506180941677357,0.6470588235294118,11.362114203075018,Manual,Chennai,Grey,2,Individual,1197.0,3565.0,1595.0,1550.0,5.0,35.0,,,,,True,False,False,False,False,False,False,True,False
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],15.268294894271099,0.9117647058823529,10.34177474101152,Automatic,Delhi,Blue,1,Individual,1950.0,4686.0,1810.0,1442.0,5.0,66.0,192.0,3800.0,0.7659574468085106,1600.0,False,True,False,True,False,False,False,False,False
Audi,Q3 35 TDI quattro Premium Plus,14.88022163978423,0.8823529411764706,10.463131911491967,Automatic,Pune,White,1,Individual,1968.0,4385.0,1831.0,1608.0,5.0,64.0,184.0,3500.0,0.6808510638297872,1750.0,False,False,False,True,False,False,False,False,False
Renault,Duster 85 PS RxL Diesel,13.171155446333852,0.7647058823529411,10.778977123006351,Manual,Patna,Silver,1,Individual,1461.0,4315.0,1822.0,1695.0,5.0,50.0,84.0,3750.0,-0.0851063829787234,1900.0,True,False,False,True,False,False,False,False,False
Audi,A6 2.0 TDI Premium Plus,14.403297778421795,0.7647058823529411,9.89691600715309,Automatic,Delhi,White,1,Individual,1968.0,4915.0,1874.0,1455.0,5.0,65.0,177.0,3750.0,0.6808510638297872,1750.0,True,False,False,True,False,False,False,False,False
Maruti Suzuki,Ciaz VDi+ SHVS,13.28957298843418,0.7941176470588235,11.082157933374816,Manual,Ahmedabad,White,1,Individual,1248.0,4490.0,1730.0,1485.0,5.0,43.0,89.0,4000.0,-0.0851063829787234,1750.0,True,False,False,True,False,False,False,False,False
Toyota,Fortuner 2.8 4x2 AT [2016-2020],14.98178180663263,0.8823529411764706,10.518700218288165,Automatic,Delhi,White,1,Individual,2755.0,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,0.9787234042553191,1600.0,False,True,False,True,False,False,False,False,False
Hyundai,i20 Active 1.4 SX,13.199326270390594,0.7941176470588235,10.985309671896763,Manual,Agra,Silver,1,Individual,1396.0,3995.0,1760.0,1555.0,5.0,45.0,89.0,4000.0,0.0,1500.0,True,False,False,True,False,False,False,False,False
Audi,A4 Premium Plus 40 TFSI,15.238860067940953,1.0,0.6931471805599453,Automatic,Delhi,Black,0,Individual,1984.0,4762.0,1847.0,1433.0,5.0,54.0,188.0,4200.0,0.425531914893617,1450.0,True,False,False,False,False,False,False,True,False
Maruti Suzuki,Baleno Zeta 1.2,13.329379172803593,0.8529411764705882,10.492911764814268,Manual,Mumbai,Silver,1,Individual,1197.0,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,-0.44680851063829785,4000.0,True,False,False,False,False,False,False,True,False
Hyundai,Creta SX 1.6 AT Petrol,14.04662307257814,0.8823529411764706,10.491301994830229,Automatic,Mumbai,Grey,1,Individual,1591.0,4270.0,1780.0,1665.0,5.0,55.0,122.0,6400.0,-0.2936170212765957,4850.0,True,False,False,False,False,False,False,True,False
Maruti Suzuki,Ertiga VXI CNG,13.8924725250259,0.9705882352941176,10.545367754151743,Manual,Delhi,White,1,Individual,1373.0,4296.0,1695.0,1685.0,7.0,45.0,94.0,6000.0,-0.3829787234042553,4000.0,True,False,False,False,False,False,False,False,False
Honda,WR-V S MT Petrol,13.345508528717259,0.8529411764705882,10.077398841970112,Manual,Ahmedabad,Brown,1,Individual,1199.0,3999.0,1734.0,1601.0,5.0,40.0,89.0,6000.0,-0.46808510638297873,4800.0,True,False,False,False,False,False,False,True,False
Mercedes-Benz,CLA 200 Petrol Sport,14.456837989794423,0.7941176470588235,10.757924157061597,Automatic,Mumbai,White,2,Individual,1991.0,4630.0,1777.0,1432.0,5.0,,181.0,5500.0,0.3404255319148936,1200.0,True,False,False,False,False,False,False,True,False
Hyundai,Creta SX 1.5 Diesel [2020-2022],14.346139397261565,1.0,9.105090961257085,Manual,Raipur,Black,1,Individual,1493.0,4300.0,1790.0,1635.0,5.0,50.0,113.0,4000.0,0.1276595744680851,1500.0,True,False,False,True,False,False,False,False,False
Renault,Duster 85 PS Sandstorm Edition Diesel,13.345508528717259,0.8529411764705882,11.302216779257382,Manual,Mohali,White,1,Individual,1461.0,4315.0,1822.0,1695.0,5.0,50.0,84.0,3750.0,-0.0851063829787234,1900.0,True,False,False,True,False,False,False,False,False
Honda,City VX,13.99699926803766,0.9411764705882353,10.184824537428069,Manual,Kolkata,White,2,Individual,1497.0,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,-0.3191489361702128,4600.0,True,False,False,False,False,False,False,True,False
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,13.623139877437296,0.9705882352941176,8.79497643168877,Automatic,Hyderabad,Blue,1,Individual,1197.0,3805.0,1680.0,1520.0,5.0,37.0,82.0,6000.0,-0.451063829787234,4000.0,True,False,False,False,False,False,False,True,False
