Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power BHP,Max Power RPM,Max Torque Nm,Max Torque RPM
BMW,X1 sDrive20d xLine,14.603513724288955,0.8235294117647058,11.251573687764477,Diesel,Automatic,Surat,Black,First,Individual,0.4380083855631499,RWD,4454.0,2044.0,1545.0,0.5,63.0,184.0,4000.0,350.0,1750.0
Mahindra,XUV500 W4 1.99,13.592368256649284,0.8529411764705882,11.626263078808801,Diesel,Manual,Muzaffurpur,Silver,First,Individual,0.4410447040527158,FWD,4585.0,1890.0,1785.0,0.8333333333333334,70.0,138.0,3750.0,320.0,1600.0
Mercedes-Benz,GLS 400d 4MATIC,16.372737946851277,0.9705882352941176,8.006700845440367,Diesel,Automatic,Delhi,White,First,Individual,1.849896483211294,AWD,5207.0,2157.0,1823.0,0.8333333333333334,90.0,326.0,3600.0,700.0,1200.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],15.067988057145726,0.9117647058823529,11.19822841866684,Diesel,Automatic,Mumbai,White,First,Individual,1.5918094115981924,RWD,4795.0,1855.0,1835.0,0.8333333333333334,80.0,174.0,3400.0,450.0,1600.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],13.369225017834633,0.8235294117647058,10.859018228147887,Diesel,Manual,Delhi,Blue,Second,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Maruti Suzuki,DZire LDi,13.235693848424024,0.8823529411764706,11.344518647594766,Diesel,Manual,Ambala Cantt,White,Third,Individual,-0.6960565702897143,FWD,3995.0,1735.0,1515.0,0.5,37.0,74.0,4000.0,190.0,2000.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],15.46416937585933,0.9411764705882353,9.798182590890704,Diesel,Automatic,Noida,White,First,Individual,0.3696912195479171,RWD,5063.0,1860.0,1494.0,0.5,80.0,192.0,3800.0,400.0,1600.0
Land Rover,Range Rover 3.0 V6 Diesel Vogue,16.775615705688583,0.9117647058823529,11.050905878263567,Diesel,Automatic,Bangalore,Black,First,Individual,1.9531313118565348,AWD,4999.0,2220.0,1835.0,0.5,105.0,244.0,4000.0,600.0,2000.0
Ford,Ecosport Titanium + 1.5L TDCi [2019-2020],13.652992804936396,0.9117647058823529,10.239995502805316,Diesel,Manual,Mumbai,White,First,Individual,-0.31651675909397664,FWD,3998.0,1765.0,1647.0,0.5,52.0,99.0,3750.0,205.0,1750.0
Honda,City V CVT Petrol [2017-2019],14.108180918195472,0.9705882352941176,9.305741456739435,Petrol,Automatic,Mumbai,Black,First,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1495.0,0.5,40.0,117.0,6600.0,145.0,4600.0
Hyundai,Creta 1.4 S,13.592368256649284,0.8823529411764706,11.127277689932466,Diesel,Manual,Kanpur,Grey,First,Individual,-0.4713690020618376,FWD,4270.0,1780.0,1630.0,0.5,60.0,89.0,4000.0,224.0,1500.0
Volvo,S60 Kinetic D4,13.81049801614073,0.7058823529411765,11.399891136336048,Diesel,Automatic,Hyderabad,White,First,Individual,0.42130863387053746,FWD,4635.0,1865.0,1484.0,0.5,67.5,165.0,3500.0,400.0,2750.0
Maruti Suzuki,Vitara Brezza VDi,13.521140839642674,0.8823529411764706,10.491301994830229,Diesel,Manual,Patna,White,First,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Tata,Safari 2.2 VX 4x2,13.51440681653079,0.7941176470588235,11.951186847493476,Diesel,Manual,Hyderabad,Black,First,Individual,0.7173496866032129,RWD,4655.0,1965.0,1922.0,0.8333333333333334,55.0,138.0,4000.0,320.0,1700.0
MG,Hector Sharp 2.0 Diesel [2019-2020],14.360738188157574,0.9117647058823529,10.083848855954896,Diesel,Manual,Bangalore,Red,First,Individual,0.37880017501661484,FWD,4655.0,1835.0,1760.0,0.5,60.0,169.0,3750.0,350.0,1750.0
Land Rover,Discovery Sport HSE Luxury 7-Seater,15.336117475270969,0.9117647058823529,10.819798284210286,Diesel,Automatic,Karnal,Blue,First,Individual,0.7173496866032129,AWD,4600.0,2069.0,1724.0,0.8333333333333334,65.0,188.0,3500.0,420.0,1750.0
Nissan,Terrano XL D Plus,13.304686600863562,0.8235294117647058,11.502885230075814,Diesel,Manual,Chennai,White,First,Individual,-0.37268865115094585,FWD,4331.0,1822.0,1671.0,0.5,50.0,84.0,3750.0,200.0,1900.0
BMW,3-Series 330i M Sport Edition,15.520258832020865,0.9411764705882353,9.852246888342531,Petrol,Automatic,Chennai,Black,First,Individual,0.4425628632974988,RWD,4633.0,1811.0,1429.0,0.5,57.0,248.0,5200.0,350.0,1450.0
Maruti Suzuki,Ertiga ZDI + SHVS,13.652992804936396,0.9117647058823529,11.184435286790631,Diesel,Manual,Lucknow,Silver,First,Individual,-0.6960565702897143,FWD,4296.0,1695.0,1685.0,0.8333333333333334,45.0,89.0,4000.0,200.0,1750.0
Mercedes-Benz,GLC 220d 4MATIC Progressive,15.671808704579888,1.0,8.612685172875459,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,0.3696912195479171,AWD,4658.0,1890.0,1644.0,0.5,66.0,192.0,3800.0,400.0,1600.0
Hyundai,Verna 1.6 CRDI SX,13.369225017834633,0.7941176470588235,10.799595985047786,Diesel,Manual,Mumbai,White,First,Individual,-0.1889913825322088,FWD,4375.0,1700.0,1475.0,0.5,43.0,126.0,4000.0,260.0,1900.0
Hyundai,Elantra 1.8 SX MT,13.45883704259595,0.7647058823529411,11.06665398721974,Petrol,Manual,Dehradun,White,First,Individual,0.13741285509612564,FWD,4530.0,1775.0,1470.0,0.5,56.0,147.0,6500.0,177.0,4700.0
Audi,Q2 Premium 40 TFSI quattro,15.053885078862573,1.0,8.434028950155469,Petrol,Automatic,Gurgaon,Blue,First,Individual,0.42130863387053746,AWD,4318.0,1805.0,1548.0,0.5,55.0,188.0,4200.0,320.0,1500.0
Audi,Q3 30 TDI Premium FWD,14.493544608328255,0.8529411764705882,11.350418300109132,Diesel,Automatic,Chennai,Blue,Second,Individual,0.3970180859540102,FWD,4385.0,1831.0,1608.0,0.5,64.0,150.0,3500.0,340.0,1750.0
Maruti Suzuki,Alto LXi,12.54254845357358,0.6764705882352942,11.145868239758318,Petrol,Manual,Hyderabad,Gold,First,Individual,-1.0755963814854521,FWD,3620.0,1475.0,1460.0,0.5,35.0,67.0,6200.0,90.0,3500.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],13.384729180332174,0.8529411764705882,10.80817118186853,Petrol,Automatic,Pune,Silver,First,Individual,-0.7734826917736448,FWD,3765.0,1660.0,1520.0,0.5,43.0,81.0,6000.0,114.0,4000.0
Hyundai,Venue SX 1.0 Turbo iMT,13.98525417643287,0.9705882352941176,9.278092474027002,Petrol,Manual,Jaipur,White,First,Individual,-1.0755963814854521,FWD,3995.0,1770.0,1605.0,0.5,45.0,118.0,6000.0,172.0,1500.0
Toyota,Innova 2.5 G 7 STR BS-IV,13.527829818844937,0.7647058823529411,11.744045122410057,Diesel,Manual,Delhi,Silver,First,Individual,1.1955698487098423,RWD,4585.0,1760.0,1760.0,0.8333333333333334,55.0,100.0,3600.0,200.0,1400.0
Mercedes-Benz,GLE 250 d,15.250595321348806,0.8529411764705882,11.350418300109132,Diesel,Automatic,Ludhiana,Black,First,Individual,0.6626959537910266,AWD,4819.0,2141.0,1796.0,0.5,93.0,201.0,3800.0,500.0,1600.0
Audi,A3 35 TDI Premium,14.88022163978423,0.9117647058823529,9.650528916142733,Diesel,Automatic,Mumbai,White,First,Individual,0.3970180859540102,FWD,4456.0,1796.0,1416.0,0.5,50.0,141.0,3500.0,320.0,1750.0
Hyundai,Venue SX (O) 1.0 Turbo iMT,13.883170141017091,0.9705882352941176,9.082620630373812,Petrol,Manual,Delhi,White,First,Individual,-1.0755963814854521,FWD,3995.0,1770.0,1605.0,0.5,45.0,118.0,6000.0,172.0,1500.0
Renault,Kwid 1.0 RXT Edition,12.886643575525625,0.8823529411764706,11.231901180182515,Petrol,Manual,Raipur,Blue,First,Individual,-1.074078222240669,FWD,3679.0,1579.0,1478.0,0.5,28.0,67.0,5500.0,91.0,4250.0
Maruti Suzuki,Wagon R VXi 1.2,13.217675375388819,0.9411764705882353,9.852246888342531,Petrol,Manual,Varanasi,Blue,First,Individual,-0.7734826917736448,FWD,3655.0,1620.0,1675.0,0.5,32.0,82.0,6000.0,113.0,4200.0
Maruti Suzuki,S-Presso VXi (O),12.959846800844963,0.9117647058823529,10.882602837543518,Petrol,Manual,Mirzapur,Grey,First,Individual,-1.0755963814854521,FWD,3565.0,1520.0,1564.0,0.5,27.0,67.0,5500.0,90.0,3500.0
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],13.161586013632684,0.9117647058823529,11.23850177707664,CNG,Manual,Kanpur,White,First,Individual,-1.0755963814854521,FWD,3655.0,1620.0,1675.0,0.5,60.0,58.0,5500.0,78.0,3500.0
Maruti Suzuki,Baleno Zeta 1.2,13.237477967034438,0.8529411764705882,11.127277689932466,Petrol,Manual,Noida,Brown,First,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1500.0,0.5,37.0,83.0,6000.0,115.0,4000.0
Maruti Suzuki,Alto VXi,12.409017571151187,0.7647058823529411,10.344995251991222,Petrol,Manual,Jamshedpur,Maroon,Second,Individual,-1.0755963814854521,FWD,3620.0,1475.0,1460.0,0.5,35.0,67.0,6200.0,90.0,3500.0
Maruti Suzuki,Wagon R LXi LPG,12.524530013005734,0.6764705882352942,10.645448706505872,LPG,Manual,Bhopal,White,Second,Individual,-1.0755963814854521,FWD,3595.0,1475.0,1700.0,0.5,28.0,46.0,6200.0,85.0,3500.0
Maruti Suzuki,Baleno Zeta 1.2 AT,13.42246945133505,0.8529411764705882,10.480578330949756,Petrol,Automatic,Pune,Blue,First,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1500.0,0.5,37.0,83.0,6000.0,115.0,4000.0
Maruti Suzuki,Swift VXi [2014-2017],13.217675375388819,0.8823529411764706,10.819798284210286,Petrol,Manual,Meerut,White,First,Individual,-0.7734826917736448,FWD,3850.0,1695.0,1530.0,0.5,42.0,83.0,6000.0,115.0,4000.0
Ford,Endeavour Titanium Plus 3.2 4x4 AT,14.99416586199818,0.9117647058823529,10.434145214930487,Diesel,Automatic,Chennai,White,First,Individual,2.2643539570370397,AWD,4903.0,1869.0,1837.0,0.8333333333333334,80.0,197.0,3000.0,470.0,1750.0
Audi,TT 2.0 TFSI Quattro,15.201805169084134,0.7647058823529411,10.58139418367979,Petrol,Automatic,Jaipur,White,Second,Individual,0.42130863387053746,AWD,4198.0,1842.0,1353.0,0.0,60.0,208.0,4300.0,350.0,1600.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],14.580978865220017,0.8529411764705882,10.714439990727769,Diesel,Automatic,Mumbai,Grey,First,Individual,1.5918094115981924,RWD,4735.0,1830.0,1795.0,0.8333333333333334,55.0,172.0,3400.0,360.0,1200.0
Hyundai,Creta 1.6 SX Plus Special Edition,13.592368256649284,0.7941176470588235,11.407576060361786,Diesel,Manual,Lucknow,Silver,First,Individual,-0.1889913825322088,FWD,4270.0,1780.0,1630.0,0.5,60.0,126.0,4000.0,265.0,1900.0
Mahindra,XUV500 W8 AWD,13.60479076121576,0.7058823529411765,10.769158447409916,Diesel,Manual,Bangalore,White,First,Individual,0.7173496866032129,AWD,4585.0,1890.0,1785.0,0.8333333333333334,70.0,140.0,3750.0,330.0,2800.0
Audi,Q7 45 TDI Technology Pack,15.137266664613225,0.8235294117647058,11.385103457032141,Diesel,Automatic,Delhi,White,Second,Individual,1.913659171492178,AWD,5052.0,1968.0,1740.0,0.8333333333333334,75.0,245.0,2910.0,600.0,1500.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],14.751604309291395,0.8529411764705882,10.691967639914864,Diesel,Automatic,Delhi,Black,Second,Individual,1.5918094115981924,RWD,4795.0,1855.0,1835.0,0.8333333333333334,80.0,174.0,3400.0,450.0,1600.0
Isuzu,MU-X 4x2,14.398285239389985,0.8529411764705882,11.473102970783057,Diesel,Automatic,Thane,Silver,First,Individual,1.9622402673252326,RWD,4825.0,1860.0,1840.0,0.8333333333333334,65.0,174.0,3600.0,380.0,1800.0
Hyundai,Elite i20 Sportz 1.5 MT Diesel,13.623139877437296,0.9705882352941176,10.668978650219241,Diesel,Manual,Agra,White,First,Individual,-0.3241075553178914,FWD,3995.0,1775.0,1505.0,0.5,37.0,99.0,4000.0,240.0,1500.0
Audi,Q5 2.0 TDI quattro Premium Plus,14.214287349062356,0.7058823529411765,10.596659732783579,Diesel,Automatic,Raipur,Black,First,Individual,0.3970180859540102,AWD,4629.0,1898.0,1653.0,0.5,75.0,174.0,4200.0,380.0,1750.0
Land Rover,Range Rover Sport SE 2.0 Petrol,16.341239282272525,1.0,9.999297607382104,Petrol,Automatic,Mohali,White,First,Individual,0.4410447040527158,AWD,4879.0,2073.0,1803.0,0.5,104.0,296.0,5500.0,400.0,1500.0
Hyundai,Creta SX Plus 1.6  Petrol,13.69334405393293,0.8235294117647058,10.967922389402652,Petrol,Manual,Mumbai,White,First,Individual,-0.17532794932916224,FWD,4270.0,1780.0,1630.0,0.5,60.0,122.0,6400.0,154.0,4850.0
Maruti Suzuki,Swift DZire VDI,13.235693848424024,0.7352941176470589,10.518700218288165,Diesel,Manual,Salem,Gold,First,Individual,-0.6960565702897143,FWD,3995.0,1695.0,1555.0,0.5,42.0,74.0,4000.0,190.0,2000.0
Hyundai,Venue SX Plus 1.0 Turbo DCT,13.887832149776026,0.9117647058823529,10.239995502805316,Petrol,Automatic,Chennai,Blue,First,Individual,-1.0755963814854521,FWD,3995.0,1770.0,1605.0,0.5,45.0,118.0,6000.0,172.0,1500.0
BMW,X1 sDrive20d xLine,14.790070575320824,0.8823529411764706,10.87806606028079,Diesel,Automatic,Delhi,Blue,Second,Individual,0.4380083855631499,RWD,4454.0,2044.0,1545.0,0.5,63.0,184.0,4000.0,350.0,1750.0
Honda,Brio S MT,12.644330802262578,0.7647058823529411,10.799595985047786,Petrol,Manual,Delhi,Brown,Second,Individual,-0.7719645325288619,FWD,3610.0,1680.0,1500.0,0.5,35.0,87.0,6000.0,109.0,4500.0
BMW,X5 xDrive 30d,14.905754933096265,0.7941176470588235,11.373674891823535,Diesel,Automatic,Mohali,Blue,First,Individual,1.9531313118565348,AWD,4886.0,1938.0,1762.0,0.8333333333333334,52.154656390494544,258.0,4000.0,560.0,1500.0
Skoda,Superb L&K TSI AT,14.978349131529294,0.9705882352941176,8.839421607620602,Petrol,Automatic,Kolkata,Brown,First,Individual,0.1389310143409086,FWD,4861.0,1864.0,1483.0,0.5,66.0,177.0,5100.0,250.0,1250.0
Skoda,Rapid Elegance 1.6 MPI AT,12.959846800844963,0.7352941176470589,10.950824090522445,Petrol,Automatic,Delhi,White,Second,Individual,-0.16470083461568158,FWD,4386.0,1699.0,1466.0,0.5,55.0,103.0,5250.0,153.0,3800.0
Hyundai,Xcent S 1.2,13.102162710901053,0.8823529411764706,11.097425172408931,Petrol,Manual,Ahmedabad,White,First,Individual,-0.7734826917736448,FWD,3995.0,1660.0,1520.0,0.5,43.0,81.0,6000.0,114.0,4000.0
MINI,Cooper D 3 Door,15.009433329466965,0.9117647058823529,8.764209507142004,Diesel,Automatic,Delhi,Red,First,Individual,-0.31955307758354257,FWD,3821.0,1727.0,1414.0,0.5,44.0,114.0,4000.0,270.0,1750.0
Maruti Suzuki,Wagon R LXI CNG (O),12.608202196848836,0.7941176470588235,11.429554725537322,CNG,Manual,Mumbai,Brown,Second,Individual,-1.0755963814854521,FWD,3599.0,1495.0,1700.0,0.5,35.0,58.0,6200.0,77.0,3500.0
Toyota,Glanza G,13.444448325847754,0.9411764705882353,10.915106645867503,Petrol,Manual,Lucknow,Blue,First,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1510.0,0.5,37.0,82.0,6000.0,113.0,4200.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],15.64006001130563,0.9705882352941176,10.571342565808699,Diesel,Automatic,Ahmedabad,White,First,Individual,0.4380083855631499,AWD,4657.0,1881.0,1678.0,0.5,67.0,190.0,4000.0,400.0,1750.0
Mercedes-Benz,GLC 220 d Progressive,15.330638010707329,0.8823529411764706,10.714439990727769,Diesel,Automatic,Mumbai,Grey,First,Individual,0.6626959537910266,AWD,4656.0,1890.0,1639.0,0.5,66.0,168.0,3000.0,400.0,1400.0
Ford,Endeavour Titanium 2.0 4x2 AT,15.150511887854474,0.9411764705882353,9.90353755128617,Diesel,Automatic,Karnal,Black,First,Individual,0.43952654480793285,RWD,4903.0,1869.0,1837.0,0.8333333333333334,80.0,168.0,3500.0,420.0,2000.0
Hyundai,Creta SX 1.6 AT Petrol,13.887832149776026,0.9117647058823529,10.714439990727769,Petrol,Automatic,Raipur,White,First,Individual,-0.17532794932916224,FWD,4270.0,1780.0,1665.0,0.5,55.0,122.0,6400.0,151.0,4850.0
Honda,City VX CVT,13.444448325847754,0.7941176470588235,10.985309671896763,Petrol,Automatic,Faridabad,Silver,First,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1495.0,0.5,40.0,117.0,6600.0,145.0,4600.0
Audi,A3 35 TFSI Premium Plus,14.594835893480763,0.8823529411764706,11.25920672006374,Petrol,Automatic,Delhi,Blue,First,Individual,-0.4728871613066206,FWD,4456.0,1796.0,1416.0,0.5,50.0,148.0,5000.0,250.0,1500.0
Maruti Suzuki,Wagon R LXI CNG (O),12.807655372286902,0.7647058823529411,11.234454176046501,CNG,Manual,Pune,Grey,Second,Individual,-1.0755963814854521,FWD,3599.0,1495.0,1700.0,0.5,35.0,58.0,6200.0,77.0,3500.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],14.82674813091596,0.8529411764705882,11.695255355062795,Diesel,Automatic,Faridabad,White,First,Individual,1.5918094115981924,AWD,4795.0,1855.0,1835.0,0.8333333333333334,80.0,174.0,3400.0,450.0,1600.0
Mahindra,Thar AX 6-STR Soft Top Diesel MT,14.253766134056512,0.9411764705882353,10.239995502805316,Diesel,Manual,Delhi,Black,First,Individual,0.7249404828271276,AWD,3985.0,1820.0,1920.0,0.6666666666666666,57.0,130.0,3750.0,300.0,1600.0
Mercedes-Benz,C-Class C 220 CDI Avantgarde,14.862829903121964,0.8235294117647058,9.961803629358965,Diesel,Automatic,Pune,Silver,First,Individual,0.6626959537910266,RWD,4686.0,1810.0,1442.0,0.5,66.0,168.0,3000.0,400.0,1400.0
Maruti Suzuki,XL6 Alpha MT Petrol,14.07710606547538,0.9705882352941176,9.503084610020228,Petrol,Manual,Mysore,White,First,Individual,-0.3711704919061629,FWD,4445.0,1775.0,1700.0,0.6666666666666666,45.0,103.0,6000.0,138.0,4400.0
Mahindra,Scorpio S10,13.560619598657233,0.7647058823529411,11.736077016252437,Diesel,Manual,Lucknow,White,First,Individual,0.7173496866032129,RWD,4456.0,1820.0,1995.0,1.0,60.0,120.0,4000.0,280.0,1800.0
Hyundai,Verna SX (O) 1.6 CRDi,13.607255619143816,0.8529411764705882,10.34177474101152,Diesel,Manual,Kolkata,White,First,Individual,-0.1889913825322088,FWD,4440.0,1729.0,1475.0,0.5,45.0,126.0,4000.0,260.0,1500.0
Maruti Suzuki,Alto 800 Lx CNG,12.608202196848836,0.8529411764705882,10.714439990727769,CNG,Manual,Pune,Silver,First,Individual,-1.382264548931608,FWD,3395.0,1490.0,1475.0,0.5,35.0,48.0,6000.0,69.0,3500.0
Jaguar,XE Prestige Diesel,15.009130253332831,0.8529411764705882,10.308952660644293,Diesel,Automatic,Bangalore,Blue,First,Individual,0.4440810225422817,RWD,4795.0,1967.0,1416.0,0.5,56.0,177.0,4000.0,430.0,1750.0
Mercedes-Benz,CLA 200 D Urban Sport,14.845130332288226,0.8823529411764706,9.90353755128617,Diesel,Automatic,Mumbai,Red,First,Individual,0.6626959537910266,FWD,4630.0,1777.0,1432.0,0.5,56.0,136.0,3200.0,300.0,1400.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],14.646243837206535,0.9117647058823529,10.165890277802454,Diesel,Automatic,Mumbai,Silver,First,Individual,1.5918094115981924,RWD,4735.0,1830.0,1795.0,0.8333333333333334,55.0,172.0,3400.0,360.0,1200.0
Mitsubishi,Pajero 2.5 AT,14.204169225721929,0.8235294117647058,11.314486721293981,Diesel,Automatic,Mumbai,Grey,First,Individual,1.1697611415485323,RWD,4695.0,1815.0,1840.0,0.8333333333333334,70.0,176.0,4000.0,350.0,1800.0
Kia,Seltos GTX Plus 1.4 [2020-2021],14.253766134056512,0.9117647058823529,9.741027444837728,Petrol,Manual,Bangalore,White,First,Individual,-0.5366498495875045,FWD,4315.0,1800.0,1645.0,0.5,50.0,138.0,6000.0,242.0,1500.0
Honda,City VX,13.579789490265188,0.8235294117647058,11.052301706866754,Petrol,Manual,Jaipur,White,First,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1495.0,0.5,40.0,117.0,6600.0,145.0,4600.0
Audi,Q7 45 TDI Technology Pack,15.59046307836746,0.8823529411764706,10.757924157061597,Diesel,Automatic,Delhi,Blue,First,Individual,1.913659171492178,AWD,5052.0,1968.0,1740.0,0.8333333333333334,75.0,245.0,2910.0,600.0,1500.0
Maruti Suzuki,Swift DZire VXI,12.691583538230217,0.7058823529411765,11.127277689932466,Petrol,Manual,Kanpur,White,Second,Individual,-0.7734826917736448,FWD,3995.0,1695.0,1555.0,0.5,42.0,85.0,6000.0,114.0,4000.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],14.528460365820399,0.8823529411764706,11.608244735642321,Diesel,Automatic,Delhi,Bronze,First,Corporate,1.5918094115981924,RWD,4735.0,1830.0,1795.0,0.8333333333333334,55.0,172.0,3400.0,360.0,1200.0
Hyundai,i10 Magna 1.2 Kappa2,12.301387370778713,0.6764705882352942,11.112462823634855,Petrol,Manual,Lucknow,Maroon,First,Individual,-0.7734826917736448,FWD,3585.0,1595.0,1550.0,0.5,35.0,79.0,6000.0,7619.0,4000.0
Honda,City 1.5 S MT,13.122365377402328,0.7352941176470589,11.082157933374816,Petrol,Manual,Chennai,Brown,First,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1485.0,0.5,42.0,116.0,6600.0,146.0,4800.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],13.190023895035274,0.9411764705882353,10.632050138317028,Petrol,Manual,Bangalore,Silver,First,Individual,-0.7750008510184279,RWD,3675.0,1475.0,1800.0,0.5,40.0,73.0,6000.0,101.0,3000.0
Tata,Nexon XM,13.527829818844937,0.9117647058823529,10.404293143019792,Petrol,Manual,Delhi,Silver,First,Individual,-0.7719645325288619,FWD,3994.0,1811.0,1607.0,0.5,44.0,108.0,5000.0,170.0,1750.0
Audi,Q7 45 TDI Premium Plus,15.520258832020865,0.8529411764705882,10.085850775128717,Diesel,Automatic,Gurgaon,White,First,Individual,1.913659171492178,AWD,5052.0,1968.0,1740.0,0.8333333333333334,75.0,245.0,2910.0,600.0,1500.0
Tata,Safari 2.2 EX 4x2,12.834683971615659,0.7352941176470589,11.48247656671073,Diesel,Manual,Ambala Cantt,Black,First,Individual,0.7173496866032129,RWD,4655.0,1965.0,1922.0,0.8333333333333334,55.0,138.0,4000.0,320.0,1700.0
Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,14.576316854287645,0.9705882352941176,10.085850775128717,Petrol,Automatic,Mumbai,Grey,First,Individual,0.4440810225422817,FWD,4500.0,1790.0,1675.0,0.6666666666666666,50.0,157.0,6500.0,191.0,4500.0
Renault,Kiger RXT Turbo CVT,13.592368256649284,0.9705882352941176,9.472781556562168,Petrol,Automatic,Dehradun,White,First,Individual,-1.074078222240669,FWD,3991.0,1750.0,1605.0,0.5,40.0,99.0,5000.0,152.0,2200.0
Maruti Suzuki,Swift VDi,12.834683971615659,0.6764705882352942,11.695255355062795,Diesel,Manual,Hyderabad,Silver,First,Individual,-0.6960565702897143,FWD,3850.0,1695.0,1530.0,0.5,42.0,74.0,4000.0,190.0,2000.0
Hyundai,Elite i20 Asta 1.2 AT,13.527829818844937,0.8823529411764706,10.42370889794248,Petrol,Automatic,Mumbai,Red,First,Individual,-0.7734826917736448,FWD,3985.0,1734.0,1505.0,0.5,40.0,82.0,6000.0,115.0,4000.0
Honda,Amaze 1.2 VX AT i-VTEC,13.049794835104816,0.7647058823529411,10.290211469825051,Petrol,Automatic,Mumbai,Silver,First,Individual,-0.7719645325288619,FWD,3990.0,1680.0,1505.0,0.5,35.0,87.0,6000.0,109.0,4500.0
Hyundai,Eon D-Lite +,12.429220196836383,0.7647058823529411,10.12667110305036,Petrol,Manual,Meerut,White,First,Individual,-1.354937682525515,FWD,3495.0,1550.0,1500.0,0.5,32.0,55.0,5500.0,75.0,4000.0
Nissan,Terrano XL D Plus,13.017005083966255,0.7647058823529411,11.350418300109132,Diesel,Manual,Hyderabad,Silver,Second,Individual,-0.37268865115094585,FWD,4331.0,1822.0,1671.0,0.5,50.0,84.0,3750.0,200.0,1900.0
Hyundai,Verna Fluidic 1.6 CRDi SX,13.091904169919621,0.7352941176470589,11.580593459194764,Diesel,Manual,Chandigarh,White,First,Individual,-0.1889913825322088,FWD,4370.0,1700.0,1475.0,0.5,43.0,126.0,4000.0,260.0,1900.0
Hyundai,Santa Fe 2WD AT [2014-2017],13.681980308196241,0.7647058823529411,11.502885230075814,Diesel,Automatic,Delhi,White,First,Corporate,0.7477128714988719,AWD,4690.0,1880.0,1690.0,0.8333333333333334,64.0,194.0,3800.0,437.0,1800.0
Honda,BR-V V CVT Petrol,13.521140839642674,0.8823529411764706,10.896757843893464,Petrol,Automatic,Kolkata,Silver,First,Individual,-0.31803491833875963,FWD,4453.0,1735.0,1666.0,0.8333333333333334,42.0,117.0,6600.0,145.0,4600.0
Mahindra,XUV300 1.5 W6 [2019-2020],13.76421831620775,0.9411764705882353,10.957817003758691,Diesel,Manual,Agra,White,First,Individual,-0.31803491833875963,FWD,3995.0,1821.0,1627.0,0.5,42.0,115.0,3750.0,300.0,1500.0
Toyota,Innova 2.4 VX 8 STR [2016-2020],14.506155109559108,0.8823529411764706,10.466639936479886,Diesel,Manual,Patna,White,First,Individual,1.0422357649867644,RWD,4735.0,1830.0,1795.0,1.0,55.0,148.0,3400.0,343.0,1400.0
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],14.444119750719839,0.9411764705882353,9.798182590890704,Petrol,Automatic,Mumbai,Black,First,Individual,-0.5366498495875045,FWD,4300.0,1790.0,1635.0,0.5,50.0,138.0,6000.0,242.0,1500.0
BMW,3-Series 320d Luxury Line,14.897316067298997,0.8823529411764706,11.225256725762893,Diesel,Automatic,Coimbatore,White,First,Individual,0.4380083855631499,RWD,4633.0,1811.0,1429.0,0.5,57.0,188.0,4000.0,400.0,1750.0
Tata,Harrier XZ [2019-2020],14.360738188157574,0.9117647058823529,11.138362916051879,Diesel,Manual,Hyderabad,White,First,Individual,0.37880017501661484,FWD,4598.0,1894.0,1706.0,0.5,50.0,138.0,3750.0,350.0,1750.0
Mercedes-Benz,S-Class 350 L,14.430696737594902,0.6764705882352942,10.165890277802454,Petrol,Automatic,Delhi,Black,First,Individual,2.719801730471925,RWD,5226.0,2120.0,1479.0,0.5,90.0,272.0,6300.0,345.0,4500.0
Datsun,Redigo T(O) 1.0,12.959846800844963,0.9411764705882353,8.925454386826402,Petrol,Manual,Bangalore,Red,First,Individual,-1.074078222240669,FWD,3429.0,1560.0,1541.0,0.5,28.0,67.0,5500.0,91.0,4250.0
