Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power BHP,Max Power RPM,Max Torque Nm,Max Torque RPM
Toyota,Fortuner 2.8 4x4 AT [2016-2020],14.805052123325165,0.8529411764705882,11.082157933374816,Diesel,Automatic,Gurgaon,Grey,First,Individual,1.5918094115981924,AWD,4795.0,1855.0,1835.0,0.8333333333333334,80.0,174.0,3400.0,450.0,1600.0
Ford,Mustang GT Fastback 5.0L v8,15.893701442898895,0.8823529411764706,10.043292972227004,Petrol,Automatic,Chennai,Yellow,First,Individual,4.925687113141553,RWD,4784.0,2080.0,1391.0,0.3333333333333333,60.9,396.0,6500.0,515.0,4250.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],15.86706702468927,1.0,9.305741456739435,Diesel,Automatic,Delhi,Black,First,Individual,0.3696912195479171,RWD,5063.0,1860.0,1494.0,0.5,80.0,192.0,3800.0,400.0,1600.0
Hyundai,Elite i20 Asta 1.4 (O) CRDi,13.235693848424024,0.8235294117647058,11.289794413577894,Diesel,Manual,Ambala Cantt,White,Second,Individual,-0.4713690020618376,FWD,3985.0,1734.0,1505.0,0.5,40.0,89.0,4000.0,220.0,1500.0
Mahindra,XUV300 1.5 W6 [2019-2020],13.8924725250259,0.9411764705882353,10.859018228147887,Diesel,Manual,Lucknow,White,First,Individual,-0.31803491833875963,FWD,3995.0,1821.0,1627.0,0.5,42.0,115.0,3750.0,300.0,1500.0
Honda,Amaze 1.2 VX AT i-VTEC,12.983101310070822,0.7647058823529411,10.819798284210286,Petrol,Automatic,Mumbai,White,First,Individual,-0.770446373284079,FWD,3990.0,1680.0,1505.0,0.5,35.0,89.0,6000.0,110.0,4800.0
Honda,Amaze 1.2 VX i-VTEC,13.132315688453556,0.8529411764705882,11.37539752535164,Petrol,Manual,Pune,Grey,First,Corporate,-0.7719645325288619,FWD,3990.0,1680.0,1505.0,0.5,35.0,87.0,6000.0,109.0,4500.0
Maruti Suzuki,Baleno Delta 1.2,13.362955414648066,0.9705882352941176,10.477316144080852,Petrol,Manual,Ranchi,White,First,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1500.0,0.5,37.0,83.0,6000.0,115.0,4000.0
MINI,Countryman Cooper S JCW Inspired,15.170056478834066,0.9705882352941176,9.392745258631441,Petrol,Automatic,Delhi,Green,First,Individual,0.4425628632974988,FWD,4299.0,1822.0,1557.0,0.5,47.0,189.0,4400.0,280.0,1350.0
Maruti Suzuki,Baleno Alpha Automatic,13.560619598657233,0.8823529411764706,10.571342565808699,Petrol,Automatic,Mumbai,Red,First,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1510.0,0.5,37.0,82.0,6000.0,113.0,4200.0
Skoda,Octavia 1.8 TSI Style Plus AT [2017],14.144815024531075,0.8529411764705882,10.933124826700707,Petrol,Automatic,Navi Mumbai,White,First,Individual,0.1389310143409086,FWD,4670.0,1814.0,1476.0,0.5,50.0,177.0,5100.0,250.0,1250.0
Maruti Suzuki,Baleno Sigma 1.2,13.208542908506082,0.8529411764705882,11.02710134917095,Petrol,Manual,Noida,Red,First,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1500.0,0.5,37.0,83.0,6000.0,115.0,4000.0
Honda,Amaze 1.2 S i-VTEC,12.959846800844963,0.7647058823529411,10.88950954988395,Petrol,Manual,Gurgaon,White,Second,Individual,-0.7719645325288619,FWD,3990.0,1680.0,1505.0,0.5,35.0,87.0,6000.0,109.0,4500.0
Honda,City VX (O) MT,13.296318365198623,0.7941176470588235,11.184435286790631,Petrol,Manual,Meerut,Brown,First,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1495.0,0.5,40.0,117.0,6600.0,145.0,4600.0
Hyundai,Santro GL Plus,12.449018824140563,0.7058823529411765,9.741027444837728,Petrol,Manual,Mohali,Silver,First,Individual,-0.9419983679445524,FWD,3565.0,1525.0,1590.0,0.5,35.0,62.0,5500.0,96.0,3000.0
Maruti Suzuki,Baleno Sigma 1.2,13.208542908506082,0.8235294117647058,10.87806606028079,Petrol,Manual,Jalandhar,White,First,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1500.0,0.5,37.0,83.0,6000.0,115.0,4000.0
Hyundai,i10 Magna 1.2 Kappa2,12.429220196836383,0.7058823529411765,10.90700130566835,Petrol,Manual,Lucknow,White,First,Individual,-0.7734826917736448,FWD,3585.0,1595.0,1550.0,0.5,35.0,79.0,6000.0,7619.0,4000.0
Jaguar,XJ 3.0 Portfolio,15.573368647930426,0.8529411764705882,10.308985993422082,Diesel,Automatic,Pune,White,First,Individual,1.9531313118565348,RWD,5255.0,2105.0,1460.0,0.5,77.0,225.0,4000.0,689.0,1800.0
Tata,Nexon XM Diesel,13.493928313146206,0.8823529411764706,11.082157933374816,Diesel,Manual,Amritsar,White,Second,Individual,-0.31803491833875963,FWD,3994.0,1811.0,1607.0,0.5,44.0,108.0,3750.0,260.0,1500.0
Ssangyong,Rexton RX7,13.790193775620484,0.7352941176470589,11.184435286790631,Diesel,Automatic,Bangalore,Silver,First,Individual,1.5022380161559985,AWD,4755.0,1900.0,1785.0,0.8333333333333334,78.0,184.0,4000.0,402.0,3000.0
Maruti Suzuki,Wagon R LXI ABS,12.75130259456002,0.8235294117647058,10.816934243958547,Petrol,Manual,Faridabad,White,First,Individual,-1.0755963814854521,FWD,3599.0,1495.0,1700.0,0.5,35.0,67.0,6200.0,90.0,3500.0
Maruti Suzuki,Alto 800 Vxi,12.560247968016562,0.8235294117647058,10.014447362844386,Petrol,Manual,Patna,White,First,Individual,-1.382264548931608,FWD,3395.0,1490.0,1475.0,0.5,35.0,47.0,6000.0,69.0,3500.0
Honda,Jazz V Diesel,13.171155446333852,0.7941176470588235,11.130859450290297,Diesel,Manual,Indore,Silver,Second,Individual,-0.31651675909397664,FWD,3955.0,1694.0,1544.0,0.5,40.0,98.0,3600.0,200.0,1750.0
Audi,A6 2.0 TDI Premium,14.096923772119156,0.7058823529411765,11.498633824253364,Diesel,Automatic,Goa,White,First,Individual,0.3970180859540102,FWD,4915.0,1874.0,1455.0,0.5,65.0,177.0,3750.0,380.0,1750.0
Hyundai,i10 Asta 1.2 AT with Sunroof,12.691583538230217,0.7352941176470589,10.751970424805041,Petrol,Automatic,Thane,Silver,Second,Individual,-0.7734826917736448,FWD,3565.0,1595.0,1550.0,0.5,35.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Honda,City 1.5 V AT,12.691583538230217,0.6470588235294118,10.933124826700707,Petrol,Automatic,Delhi,Gold,First,Individual,-0.31803491833875963,FWD,4420.0,1695.0,1480.0,0.5,42.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Maruti Suzuki,Ciaz Delta 1.4 MT,13.488395803228677,0.8823529411764706,10.736418414365376,Petrol,Manual,Noida,White,First,Individual,-0.5062866646918455,FWD,4490.0,1730.0,1485.0,0.5,43.0,91.0,6000.0,130.0,4000.0
Volkswagen,Polo Highline1.2L (D),12.807655372286902,0.7352941176470589,11.264476926102367,Diesel,Manual,Jaipur,Silver,First,Individual,-0.770446373284079,FWD,3970.0,1682.0,1453.0,0.5,45.0,74.0,4200.0,180.0,2000.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],14.59253968227493,0.8823529411764706,10.596659732783579,Diesel,Automatic,Ludhiana,Bronze,First,Individual,1.5918094115981924,RWD,4735.0,1830.0,1795.0,0.8333333333333334,55.0,172.0,3400.0,360.0,1200.0
Volvo,S90 Momentum D4 [2018-2020],15.244625155788022,0.8823529411764706,9.90353755128617,Diesel,Automatic,Delhi,White,First,Individual,0.39853624519879316,FWD,4963.0,1879.0,1443.0,0.5,55.0,190.0,4250.0,400.0,1750.0
Tata,Safari XZA Plus 6S Adventure New,14.6888942063636,0.9705882352941176,9.51745735706657,Diesel,Automatic,Bangalore,Blue,First,Individual,0.37880017501661484,FWD,4661.0,1894.0,1786.0,0.6666666666666666,50.0,168.0,3750.0,350.0,1750.0
Hyundai,Verna EX 1.6 CRDi [2017-2018],13.091904169919621,0.7352941176470589,11.373674891823535,Diesel,Manual,Ludhiana,White,First,Individual,-0.1889913825322088,FWD,4440.0,1729.0,1475.0,0.5,45.0,126.0,4000.0,260.0,1500.0
Hyundai,Creta SX 1.6 CRDi,13.910821646859095,0.8823529411764706,11.09672797028302,Diesel,Manual,Pune,Red,First,Individual,-0.1889913825322088,FWD,4270.0,1780.0,1665.0,0.5,55.0,126.0,4000.0,260.0,1500.0
Ford,Ecosport Ambiente 1.5L TDCi,13.005831808336863,0.7647058823529411,10.57095788630609,Diesel,Manual,Noida,Silver,First,Individual,-0.31651675909397664,FWD,3998.0,1765.0,1647.0,0.5,52.0,99.0,3750.0,205.0,1750.0
Honda,City 1.5 V AT,12.691583538230217,0.6764705882352942,11.39640288460621,Petrol,Automatic,Mumbai,Silver,Second,Individual,-0.31803491833875963,FWD,4420.0,1695.0,1480.0,0.5,42.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Tata,Tiago Revotron XM (O) [2016-2019],12.899222326086994,0.8823529411764706,11.4236679308938,Petrol,Manual,Kanpur,Black,First,Individual,-0.770446373284079,FWD,3746.0,1647.0,1535.0,0.5,35.0,84.0,6000.0,114.0,3500.0
Tata,Tiago NRG Petrol,13.171155446333852,0.9117647058823529,10.373522431293592,Petrol,Manual,Noida,Bronze,First,Individual,-0.770446373284079,FWD,3793.0,1665.0,1587.0,0.5,35.0,84.0,6000.0,114.0,3500.0
Maruti Suzuki,Swift VXi,12.92391243868049,0.7647058823529411,10.915106645867503,Petrol,Manual,Delhi,Grey,First,Individual,-0.7734826917736448,FWD,3850.0,1695.0,1530.0,0.5,42.0,85.0,6000.0,114.0,4000.0
Hyundai,Elite i20 Magna Executive 1.2,13.296318365198623,0.9117647058823529,10.778977123006351,Petrol,Manual,Delhi,White,First,Individual,-0.7734826917736448,FWD,3985.0,1734.0,1505.0,0.5,40.0,82.0,6000.0,115.0,4000.0
Audi,Q3 2.0 TDI quattro Premium Plus,14.166168133802548,0.7352941176470589,11.669937760751914,Diesel,Automatic,Chennai,Black,First,Individual,0.3970180859540102,AWD,4385.0,1831.0,1608.0,0.5,64.0,174.0,4200.0,380.0,1750.0
Nissan,Terrano XL (D),13.26212705890841,0.7941176470588235,11.350418300109132,Diesel,Manual,Mumbai,White,First,Individual,-0.37268865115094585,FWD,4331.0,1822.0,1671.0,0.5,50.0,84.0,3750.0,200.0,1900.0
Maruti Suzuki,Celerio VXi,13.244582780038517,0.9411764705882353,10.757924157061597,Petrol,Manual,Hyderabad,White,First,Individual,-1.0755963814854521,FWD,3695.0,1600.0,1560.0,0.5,35.0,67.0,6000.0,90.0,3500.0
Honda,City V,13.87378040948403,0.9117647058823529,9.424079843215099,Petrol,Manual,Pune,Maroon,First,Corporate,-0.31803491833875963,FWD,4440.0,1695.0,1495.0,0.5,40.0,117.0,6600.0,145.0,4600.0
Hyundai,Elite i20 Sportz 1.2,13.345508528717259,0.8823529411764706,10.043292972227004,Petrol,Manual,Delhi,Red,First,Individual,-0.7734826917736448,FWD,3985.0,1734.0,1505.0,0.5,40.0,82.0,6000.0,115.0,4000.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],14.845130332288226,0.8529411764705882,10.799595985047786,Diesel,Automatic,Delhi,White,Second,Individual,1.5918094115981924,AWD,4795.0,1855.0,1835.0,0.8333333333333334,80.0,174.0,3400.0,450.0,1600.0
Honda,City V,13.560619598657233,0.8823529411764706,10.571342565808699,Petrol,Manual,Noida,Maroon,Second,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1495.0,0.5,40.0,117.0,6600.0,145.0,4600.0
Tata,Safari 2.2 VX 4x2 Varicor400,14.603968372873895,0.9705882352941176,10.373522431293592,Diesel,Manual,Patna,Green,First,Individual,0.7173496866032129,RWD,4655.0,1965.0,1922.0,0.8333333333333334,63.0,154.0,4000.0,400.0,1750.0
Honda,City SV Diesel,13.199326270390594,0.7941176470588235,11.23850177707664,Diesel,Manual,Agra,Red,First,Individual,-0.31651675909397664,FWD,4440.0,1695.0,1495.0,0.5,40.0,99.0,3600.0,200.0,1750.0
Maruti Suzuki,Wagon R VXI,13.208542908506082,0.9117647058823529,9.243871855184976,Petrol,Manual,Delhi,White,First,Individual,-1.0755963814854521,FWD,3599.0,1495.0,1700.0,0.5,35.0,67.0,6200.0,90.0,3500.0
Audi,Q5 2.0 TDI quattro Premium,14.59253968227493,0.7941176470588235,11.931642378754141,Diesel,Automatic,Surat,White,First,Individual,0.3970180859540102,AWD,4629.0,1898.0,1653.0,0.5,75.0,174.0,4200.0,380.0,1750.0
Mahindra,Scorpio SLE BS-IV,13.42246945133505,0.7647058823529411,11.264476926102367,Diesel,Manual,Ludhiana,White,Second,Individual,0.7173496866032129,RWD,4430.0,1817.0,1975.0,1.0,60.0,120.0,4000.0,290.0,1800.0
Honda,City VX (O) MT BL,13.681980308196241,0.8823529411764706,10.819798284210286,Petrol,Manual,Patna,Silver,First,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1495.0,0.5,40.0,117.0,6600.0,145.0,4600.0
Audi,A7 Sportback 3.0 TDI quattro,14.77102238760702,0.7058823529411765,10.645448706505872,Diesel,Automatic,Lucknow,White,First,Individual,1.913659171492178,AWD,4969.0,2139.0,1420.0,0.5,65.0,241.0,4000.0,500.0,1400.0
Maruti Suzuki,Swift DZire VDI,13.07107218827772,0.8235294117647058,10.921504202914962,Diesel,Manual,Kanpur,Grey,Second,Individual,-0.6960565702897143,FWD,3995.0,1695.0,1555.0,0.5,42.0,74.0,4000.0,190.0,2000.0
Datsun,Go T (O),12.506180941677357,0.8529411764705882,10.203629181337648,Petrol,Manual,Lucknow,Silver,First,Individual,-0.7719645325288619,FWD,3785.0,1635.0,1485.0,0.5,35.0,67.0,5000.0,104.0,4000.0
Mercedes-Benz,E-Class E 250 CDI Avantgarde,14.805052123325165,0.8235294117647058,10.676462032955628,Diesel,Automatic,Chandigarh,Silver,Second,Individual,0.6626959537910266,RWD,4879.0,1854.0,1474.0,0.5,80.0,204.0,4200.0,500.0,1600.0
BMW,5-Series 525d Sedan,13.790193775620484,0.6764705882352942,11.0186455364637,Diesel,Automatic,Mohali,Silver,Third,Individual,0.4380083855631499,RWD,4899.0,2094.0,1464.0,0.5,52.154656390494544,217.0,4400.0,450.0,1500.0
Toyota,Etios G,12.691583538230217,0.6764705882352942,11.526315418088988,Petrol,Manual,Pune,Red,Third,Individual,-0.31955307758354257,FWD,4265.0,1695.0,1510.0,0.5,45.0,90.0,5600.0,132.0,3000.0
Audi,A4 35 TDI Technology,14.844773125767981,0.8529411764705882,11.189975390433117,Diesel,Automatic,Bangalore,White,First,Individual,0.3970180859540102,FWD,4726.0,1842.0,1427.0,0.5,54.0,188.0,4200.0,400.0,1750.0
Datsun,Go Plus T,12.721888795877375,0.8529411764705882,10.434145214930487,Petrol,Manual,Lucknow,Brown,First,Individual,-0.7719645325288619,FWD,3995.0,1635.0,1490.0,0.8333333333333334,35.0,67.0,5000.0,104.0,4000.0
Maruti Suzuki,Ertiga VDI SHVS,13.493928313146206,0.8529411764705882,10.645448706505872,Diesel,Manual,Delhi,White,First,Individual,-0.6960565702897143,FWD,4296.0,1695.0,1685.0,0.8333333333333334,45.0,89.0,4000.0,200.0,1750.0
Mahindra,Scorpio S2,13.76421831620775,0.8823529411764706,10.62135173563291,Diesel,Manual,Patna,Blue,First,Individual,1.239596466808548,RWD,4456.0,1820.0,1930.0,1.0,60.0,75.0,3200.0,200.0,1400.0
Maruti Suzuki,S-Cross Zeta 1.6,13.592368256649284,0.8529411764705882,10.874966981854165,Diesel,Manual,Ahmedabad,Blue,First,Individual,-0.16470083461568158,FWD,4300.0,1765.0,1590.0,0.5,48.0,118.0,3750.0,320.0,1750.0
Mercedes-Benz,GLC 220 d Progressive,15.039286283703994,0.8823529411764706,10.819798284210286,Diesel,Automatic,Delhi,Blue,First,Individual,0.6626959537910266,AWD,4656.0,1890.0,1639.0,0.5,66.0,168.0,3000.0,400.0,1400.0
Tata,Harrier XZ,14.375126917328105,0.9411764705882353,9.575052927597383,Diesel,Manual,Ahmedabad,Silver,First,Individual,0.37880017501661484,FWD,4598.0,1894.0,1706.0,0.5,50.0,168.0,3750.0,350.0,1750.0
Tata,Nexon XZ Plus Dark Edition,13.864301674514206,1.0,7.313886831633462,Petrol,Manual,Kolkata,Black,First,Individual,-0.770446373284079,FWD,3993.0,1811.0,1606.0,0.5,44.0,118.0,5500.0,170.0,1750.0
Mercedes-Benz,S-Class S 350 CDI,15.520258832020865,0.7941176470588235,10.896757843893464,Diesel,Automatic,Faridabad,White,First,Individual,1.9440223563878372,RWD,5246.0,1899.0,1494.0,0.5,70.0,255.0,3600.0,620.0,1600.0
Maruti Suzuki,Wagon R VXI+,13.190023895035274,0.9411764705882353,8.3654396361887,Petrol,Manual,Samastipur,Silver,First,Individual,-1.0755963814854521,FWD,3636.0,1475.0,1670.0,0.5,35.0,67.0,6200.0,90.0,3500.0
Hyundai,Santro Sportz AMT [2018-2020],12.983101310070822,0.9117647058823529,10.445840912706414,Petrol,Automatic,Ranchi,Silver,First,Individual,-0.9419983679445524,FWD,3610.0,1645.0,1560.0,0.5,35.0,68.0,5500.0,99.0,4500.0
Maruti Suzuki,Ertiga VXI CNG,13.592368256649284,0.8529411764705882,11.246913555928739,CNG,Manual,Mumbai,Silver,First,Individual,-0.5062866646918455,FWD,4296.0,1695.0,1685.0,0.8333333333333334,45.0,94.0,6000.0,130.0,4000.0
Toyota,Innova 2.5 VX 7 STR BS-III,14.070153551531353,0.7647058823529411,11.350418300109132,Diesel,Manual,Bangalore,Silver,Second,Individual,1.1955698487098423,RWD,4585.0,1760.0,1760.0,0.8333333333333334,55.0,100.0,3600.0,200.0,1400.0
Ford,Mustang GT Fastback 5.0L v8,15.894952224644102,0.8529411764705882,10.12667110305036,Petrol,Automatic,Chennai,Black,Third,Individual,4.925687113141553,RWD,4784.0,2080.0,1391.0,0.3333333333333333,60.9,396.0,6500.0,515.0,4250.0
Hyundai,Creta SX 1.5 Diesel [2020-2022],14.28426403109039,0.9411764705882353,9.888424674859083,Diesel,Manual,Mumbai,Maroon,First,Individual,-0.3241075553178914,FWD,4300.0,1790.0,1635.0,0.5,50.0,113.0,4000.0,250.0,1500.0
Mercedes-Benz,GLS 450 4MATIC,16.388122864507256,0.9705882352941176,9.741027444837728,Petrol,Automatic,Delhi,White,First,Individual,1.9622402673252326,AWD,5207.0,2157.0,1823.0,0.8333333333333334,90.0,362.0,5500.0,500.0,1600.0
Renault,Kwid 1.0 RXL [2017-2019],12.873904582205107,0.8823529411764706,10.776348726482947,Petrol,Manual,Bangalore,Red,First,Individual,-1.074078222240669,FWD,3679.0,1579.0,1478.0,0.5,28.0,67.0,5500.0,91.0,4250.0
Mahindra,Quanto C8,12.388398368982115,0.7352941176470589,10.849356503939038,Diesel,Manual,Kolkata,Maroon,Second,Individual,-0.3241075553178914,RWD,3985.0,1850.0,1880.0,0.8333333333333334,55.0,100.0,3750.0,240.0,1600.0
Volkswagen,Vento Highline Plus 1.6 (P),13.753636218075409,0.9705882352941176,10.463131911491967,Petrol,Manual,Chennai,Maroon,First,Corporate,-0.16470083461568158,FWD,4390.0,1699.0,1467.0,0.5,55.0,103.0,5250.0,153.0,3800.0
Maruti Suzuki,Vitara Brezza ZDi,13.652992804936396,0.8823529411764706,10.521210510449233,Diesel,Manual,Jalandhar,Red,First,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Audi,A6 35 TDI Matrix,14.496079462646344,0.7941176470588235,11.0186455364637,Diesel,Automatic,Delhi,White,Second,Individual,0.3970180859540102,FWD,4933.0,1874.0,1455.0,0.5,75.0,190.0,3800.0,400.0,1750.0
Maruti Suzuki,Celerio VXi AMT,12.873904582205107,0.7941176470588235,11.156264806643742,Petrol,Automatic,Ahmedabad,White,First,Individual,-1.0755963814854521,FWD,3600.0,1600.0,1560.0,0.5,35.0,67.0,6000.0,90.0,3500.0
Renault,Kwid 1.0 RXL [2017-2019],12.807655372286902,0.9117647058823529,10.373522431293592,Petrol,Manual,Mumbai,Brown,First,Individual,-1.074078222240669,FWD,3679.0,1579.0,1478.0,0.5,28.0,67.0,5500.0,91.0,4250.0
Maruti Suzuki,Swift VXi,12.691583538230217,0.7058823529411765,10.308985993422082,Petrol,Manual,Patna,Blue,First,Individual,-0.7734826917736448,FWD,3850.0,1695.0,1530.0,0.5,42.0,85.0,6000.0,114.0,4000.0
BMW,3-Series 320d Luxury Line,14.148405690083225,0.7352941176470589,11.082157933374816,Diesel,Automatic,Kolkata,Black,Second,Individual,0.4380083855631499,RWD,4633.0,1811.0,1429.0,0.5,57.0,188.0,4000.0,400.0,1750.0
Maruti Suzuki,Swift DZire ZXI,13.208542908506082,0.7941176470588235,11.156264806643742,Petrol,Manual,Mohali,Silver,First,Individual,-0.7734826917736448,FWD,3995.0,1695.0,1555.0,0.5,42.0,85.0,6000.0,114.0,4000.0
Mahindra,Thar LX 4-STR Hard Top Petrol AT,14.316286451937186,1.0,9.210440366976517,Petrol,Automatic,Jalandhar,Black,First,Individual,0.4410447040527158,AWD,3985.0,1820.0,1844.0,0.3333333333333333,57.0,150.0,5000.0,320.0,1500.0
Hyundai,Verna Fluidic 1.6 CRDi SX,13.208542908506082,0.7647058823529411,11.211833885608513,Diesel,Manual,Mohali,Grey,First,Individual,-0.1889913825322088,FWD,4370.0,1700.0,1475.0,0.5,43.0,126.0,4000.0,260.0,1900.0
Hyundai,Creta 1.6 SX Plus AT Petrol,13.88690148514921,0.8529411764705882,10.820797764563748,Petrol,Automatic,Delhi,White,First,Individual,-0.17532794932916224,FWD,4270.0,1780.0,1630.0,0.5,60.0,122.0,6400.0,154.0,4850.0
Honda,Amaze 1.2 V CVT Petrol [2018-2020],13.586098651497313,0.9117647058823529,10.008973060382106,Petrol,Automatic,Pune,Grey,First,Individual,-0.770446373284079,FWD,3995.0,1695.0,1501.0,0.5,35.0,89.0,6000.0,110.0,4800.0
Mercedes-Benz,CLA 200 CDI Sport (CBU),14.854019276544916,0.8823529411764706,10.043292972227004,Diesel,Automatic,Mumbai,Red,First,Individual,0.6626959537910266,FWD,4630.0,1777.0,1432.0,0.5,52.154656390494544,134.0,3600.0,300.0,1600.0
Jeep,Compass Limited Plus 2.0 Diesel 4x4 AT,14.72175135802525,0.9411764705882353,9.332026890232783,Diesel,Automatic,Mumbai,White,First,Individual,0.37880017501661484,AWD,4395.0,1818.0,1640.0,0.5,60.0,171.0,3750.0,350.0,1750.0
Maruti Suzuki,Wagon R VXI,12.75130259456002,0.8529411764705882,11.184699137202866,Petrol,Manual,Ranchi,Silver,Second,Individual,-1.0755963814854521,FWD,3599.0,1495.0,1700.0,0.5,35.0,67.0,6200.0,90.0,3500.0
Maruti Suzuki,Vitara Brezza VDi,13.623139877437296,0.9117647058823529,11.305913595583258,Diesel,Manual,Ludhiana,White,First,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Nissan,Magnite XL,13.345508528717259,0.9705882352941176,10.239995502805316,Petrol,Manual,Zirakpur,White,First,Corporate,-1.074078222240669,FWD,3994.0,1758.0,1572.0,0.5,40.0,71.0,6250.0,96.0,3500.0
Mercedes-Benz,CLA 200 Petrol Sport,14.496079462646344,0.7941176470588235,9.852246888342531,Petrol,Automatic,Pune,White,First,Individual,0.4319357485840181,FWD,4630.0,1777.0,1432.0,0.5,52.154656390494544,181.0,5500.0,300.0,1200.0
Toyota,Corolla Altis 1.8 G AT,13.698977865303197,0.7647058823529411,11.050905878263567,Petrol,Automatic,Delhi,Grey,First,Individual,0.1389310143409086,FWD,4540.0,1760.0,1480.0,0.5,55.0,138.0,6400.0,173.0,4000.0
Maruti Suzuki,Swift VXi [2014-2017],13.451668563394815,0.9117647058823529,10.73700518594335,Petrol,Manual,Hyderabad,Blue,First,Individual,-0.7734826917736448,FWD,3850.0,1695.0,1530.0,0.5,42.0,83.0,6000.0,115.0,4000.0
Ford,Endeavour Titanium 3.2 4x4 AT,15.053885078862573,0.9117647058823529,10.634099097078431,Diesel,Automatic,Coimbatore,Silver,First,Individual,2.2643539570370397,AWD,4892.0,1860.0,1837.0,0.8333333333333334,80.0,197.0,3000.0,470.0,1750.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],13.07107218827772,0.8235294117647058,9.71902370267014,Petrol,Manual,Mumbai,Maroon,First,Individual,-0.7734826917736448,FWD,3765.0,1660.0,1520.0,0.5,43.0,81.0,6000.0,114.0,4000.0
Hyundai,Elantra 1.8 SX MT,13.377007146164305,0.7352941176470589,9.741027444837728,Petrol,Manual,Pune,White,First,Individual,0.13741285509612564,FWD,4530.0,1775.0,1470.0,0.5,56.0,147.0,6500.0,177.0,4700.0
Mahindra,Scorpio S11 4WD 7 STR,14.214287349062356,0.8823529411764706,11.127277689932466,Diesel,Manual,Ludhiana,White,Second,Individual,0.7173496866032129,AWD,4456.0,1820.0,1995.0,0.8333333333333334,60.0,140.0,3750.0,320.0,1500.0
Toyota,Fortuner 3.0 4x4 MT,13.99699926803766,0.7058823529411765,9.453286550586572,Diesel,Manual,Kolkata,Grey,First,Individual,1.9364315601639224,AWD,4705.0,1840.0,1850.0,0.8333333333333334,80.0,169.0,3600.0,343.0,1400.0
Hyundai,i10 Magna 1.2 Kappa2,12.691583538230217,0.7352941176470589,9.666561963748133,Petrol,Manual,Thane,Red,First,Individual,-0.7734826917736448,FWD,3585.0,1595.0,1550.0,0.5,35.0,79.0,6000.0,7619.0,4000.0
Land Rover,Discovery Sport SE R-Dynamic Petrol,15.76142084987672,0.9705882352941176,9.581972891547895,Petrol,Automatic,Delhi,White,First,Individual,0.4410447040527158,AWD,4600.0,2069.0,1724.0,0.8333333333333334,70.0,245.0,5500.0,365.0,1500.0
Mercedes-Benz,GLE 250 d,15.248211530561777,0.8529411764705882,11.407576060361786,Diesel,Automatic,Ludhiana,Black,First,Individual,0.6626959537910266,AWD,4819.0,2141.0,1796.0,0.5,93.0,201.0,3800.0,500.0,1600.0
BMW,X1 sDrive20d xLine,14.790070575320824,0.8823529411764706,10.819798284210286,Diesel,Automatic,Delhi,Blue,Second,Individual,0.4380083855631499,RWD,4454.0,2044.0,1545.0,0.5,63.0,184.0,4000.0,350.0,1750.0
Hyundai,Xcent S 1.1 CRDi (O),12.873904582205107,0.7647058823529411,11.302216779257382,Diesel,Manual,Lucknow,White,First,Individual,-0.890380953621932,FWD,3995.0,1660.0,1520.0,0.5,43.0,71.0,4000.0,180.0,1750.0
Hyundai,Verna Fluidic 1.6 CRDi SX,12.936036208848487,0.7647058823529411,11.034905792929415,Diesel,Manual,Delhi,Silver,Second,Individual,-0.1889913825322088,FWD,4370.0,1700.0,1475.0,0.5,43.0,126.0,4000.0,260.0,1900.0
Jaguar,XJ 3.0 V6 Portfolio,14.962913328262083,0.7647058823529411,11.104972264124868,Diesel,Automatic,Delhi,White,First,Individual,1.9531313118565348,RWD,5252.0,1899.0,1457.0,0.5,83.0,271.0,4000.0,600.0,2000.0
Honda,City E Diesel,13.120363378739663,0.7647058823529411,11.849404844423074,Diesel,Manual,Hyderabad,White,First,Individual,-0.31651675909397664,FWD,4440.0,1695.0,1495.0,0.5,40.0,99.0,3600.0,200.0,1750.0
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,13.120363378739663,0.7647058823529411,11.385103457032141,Diesel,Automatic,Pune,Black,Second,Individual,-0.31651675909397664,FWD,4386.0,1699.0,1466.0,0.5,55.0,103.0,4400.0,250.0,1500.0
